doc_no,doc_type,tx_date,month_year,gross_amount,settled_amount,open_amount,settlement_unit,evidence_tier,evidence_status,matched_against,notes
00040881,INVOICE,2025-02-21,2025-02,4423.21,0,4423.21,POOLED_MULTI_MONTH_WINDOW,3,ASSERTED,00039812,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00039812; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, window-level only, weak."
00041051,INVOICE,2025-02-27,2025-02,1474.4,0,1474.4,POOLED_MULTI_MONTH_WINDOW,3,ASSERTED,00039812,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00039812; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, window-level only, weak."
00041216,INVOICE,2025-03-05,2025-03,2948.81,2948.81,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040063,Settled via FIFO_BATCH profile (1 allocation row(s)).
00041486,INVOICE,2025-03-14,2025-03,2948.81,2948.81,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040063,Settled via FIFO_BATCH profile (1 allocation row(s)).
00041633,INVOICE,2025-03-20,2025-03,2948.81,2948.81,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040063,Settled via FIFO_BATCH profile (1 allocation row(s)).
00041799,INVOICE,2025-03-28,2025-03,2948.81,2948.81,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040063,Settled via FIFO_BATCH profile (1 allocation row(s)).
00041926,INVOICE,2025-04-02,2025-04,4423.21,0,4423.21,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00042181,INVOICE,2025-04-10,2025-04,4325.33,0,4325.33,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00042357,INVOICE,2025-04-17,2025-04,4325.33,0,4325.33,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00042565,INVOICE,2025-04-25,2025-04,4325.33,0,4325.33,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00042704,INVOICE,2025-04-30,2025-04,4325.33,0,4325.33,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00042755,INVOICE,2025-05-03,2025-05,3153.89,0,3153.89,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00042949,INVOICE,2025-05-09,2025-05,4325.33,0,4325.33,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00043089,INVOICE,2025-05-15,2025-05,2883.56,0,2883.56,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00043271,INVOICE,2025-05-21,2025-05,4382.95,0,4382.95,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00043451,INVOICE,2025-05-29,2025-05,2921.97,0,2921.97,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00043628,INVOICE,2025-06-05,2025-06,4382.95,4382.95,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040746,Settled via FIFO_BATCH profile (1 allocation row(s)).
00043880,INVOICE,2025-06-12,2025-06,3115.05,0,3115.05,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00043910,INVOICE,2025-06-13,2025-06,3115.05,3115.05,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040746,Settled via FIFO_BATCH profile (1 allocation row(s)).
00044097,INVOICE,2025-06-20,2025-06,4272.07,4272.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00040746,Settled via FIFO_BATCH profile (1 allocation row(s)).
00044241,INVOICE,2025-06-26,2025-06,2848.04,2809.37,38.67,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00044516,INVOICE,2025-07-04,2025-07,3115.05,0,3115.05,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00044707,INVOICE,2025-07-10,2025-07,4200.69,0,4200.69,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00044933,INVOICE,2025-07-18,2025-07,4200.69,0,4200.69,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00045091,INVOICE,2025-07-24,2025-07,2800.46,0,2800.46,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00045162,INVOICE,2025-07-26,2025-07,262.55,0,262.55,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00045323,INVOICE,2025-08-01,2025-08,4200.69,4200.69,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00041664,Settled via FIFO_BATCH profile (1 allocation row(s)).
00045498,INVOICE,2025-08-08,2025-08,2800.46,2800.46,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00041664,Settled via FIFO_BATCH profile (1 allocation row(s)).
00045671,INVOICE,2025-08-15,2025-08,4114.57,4114.57,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00041664,Settled via FIFO_BATCH profile (1 allocation row(s)).
00045831,INVOICE,2025-08-22,2025-08,4114.57,4114.57,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00041664,Settled via FIFO_BATCH profile (1 allocation row(s)).
00045992,INVOICE,2025-08-29,2025-08,1371.53,1371.52,0.01,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00041664,Settled via FIFO_BATCH profile (1 allocation row(s)).
00046124,INVOICE,2025-09-04,2025-09,4114.57,4114.57,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042134,Settled via FIFO_BATCH profile (1 allocation row(s)).
00046308,INVOICE,2025-09-11,2025-09,3948.56,3948.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042134,Settled via FIFO_BATCH profile (1 allocation row(s)).
00046525,INVOICE,2025-09-19,2025-09,2632.37,2632.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042134,Settled via FIFO_BATCH profile (1 allocation row(s)).
00046686,INVOICE,2025-09-26,2025-09,2632.37,2632.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042134,Settled via FIFO_BATCH profile (1 allocation row(s)).
00046859,INVOICE,2025-10-03,2025-10,3948.56,3948.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042788,Settled via FIFO_BATCH profile (1 allocation row(s)).
00046990,INVOICE,2025-10-09,2025-10,3948.56,3948.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042788,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047148,INVOICE,2025-10-17,2025-10,2632.37,2632.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042788,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047292,INVOICE,2025-10-24,2025-10,2632.37,2632.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00042788,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047464,INVOICE,2025-11-01,2025-11,3948.56,3948.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00043199,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047571,INVOICE,2025-11-08,2025-11,2584.37,2584.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00043199,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047670,INVOICE,2025-11-14,2025-11,2584.37,2584.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00043199,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047848,INVOICE,2025-11-21,2025-11,3876.56,3876.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00043199,Settled via FIFO_BATCH profile (1 allocation row(s)).
00047983,INVOICE,2025-11-28,2025-11,2584.37,2584.37,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00043199,Settled via FIFO_BATCH profile (1 allocation row(s)).
00048098,INVOICE,2025-12-04,2025-12,3876.56,0,3876.56,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048244,INVOICE,2025-12-12,2025-12,2596.52,0,2596.52,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048391,INVOICE,2025-12-19,2025-12,3894.77,0,3894.77,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048487,INVOICE,2025-12-24,2025-12,1298.26,0,1298.26,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048578,INVOICE,2025-12-31,2025-12,3894.77,0,3894.77,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048599,INVOICE,2026-01-01,2026-01,3894.77,0,3894.77,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048776,INVOICE,2026-01-03,2026-01,2596.52,0,2596.52,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048701,INVOICE,2026-01-09,2026-01,3894.77,0,3894.77,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048828,INVOICE,2026-01-17,2026-01,3920.13,0,3920.13,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00048994,INVOICE,2026-01-28,2026-01,2613.42,0,2613.42,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00049126,INVOICE,2026-02-06,2026-02,3959.98,0,3959.98,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00049242,INVOICE,2026-02-13,2026-02,2639.99,0,2639.99,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00049315,INVOICE,2026-02-18,2026-02,3959.98,0,3959.98,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00049530,INVOICE,2026-03-03,2026-03,3959.98,0,3959.98,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00049540,INVOICE,2026-03-04,2026-03,3959.98,3959.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00044555,Settled via FIFO_BATCH profile (1 allocation row(s)).
00049727,INVOICE,2026-03-13,2026-03,3988.79,3988.79,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00044555,Settled via FIFO_BATCH profile (1 allocation row(s)).
00049842,INVOICE,2026-03-20,2026-03,3988.79,3717.35,271.44,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050042,INVOICE,2026-04-01,2026-04,3988.79,0,3988.79,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050161,INVOICE,2026-04-09,2026-04,4420.8,0,4420.8,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050290,INVOICE,2026-04-18,2026-04,2947.2,0,2947.2,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050371,INVOICE,2026-04-24,2026-04,2947.2,0,2947.2,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050468,INVOICE,2026-05-01,2026-05,4420.8,0,4420.8,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050594,INVOICE,2026-05-09,2026-05,3370.81,0,3370.81,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050712,INVOICE,2026-05-16,2026-05,3370.81,0,3370.81,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050810,INVOICE,2026-05-21,2026-05,5056.22,0,5056.22,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00050920,INVOICE,2026-05-28,2026-05,5056.22,0,5056.22,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00004832,PAYMENT,2018-12-18,2018-12,3750,0,3750,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00004839,PAYMENT,2018-12-29,2018-12,4250,0,4250,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00004807,PAYMENT,2019-01-05,2019-01,700.01,0,700.01,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00004898,PAYMENT,2019-01-09,2019-01,8500,0,8500,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00004841,PAYMENT,2019-01-10,2019-01,700.01,0,700.01,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00004904,PAYMENT,2019-01-21,2019-01,7000,6556.68,443.32,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00005043,PAYMENT,2019-02-07,2019-02,4870,0,4870,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00005047,PAYMENT,2019-02-19,2019-02,6827.39,0,6827.39,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00005436,PAYMENT,2019-05-06,2019-05,13505,13504.86,0.14,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00005226,PAYMENT,2019-07-08,2019-07,3000,0,3000,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00006316,PAYMENT,2019-12-09,2019-12,10875,10874.96,0.04,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00006381,PAYMENT,2019-12-24,2019-12,930,0,930,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00006376,PAYMENT,2019-12-27,2019-12,12915,12914.93,0.07,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00007216,PAYMENT,2020-06-04,2020-06,3250,0,3250,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00007226,PAYMENT,2020-06-29,2020-06,5000,0,5000,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00007348,PAYMENT,2020-08-04,2020-08,3000,0,3000,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00007489,PAYMENT,2020-09-04,2020-09,5000,0,5000,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00007572,PAYMENT,2020-11-05,2020-11,5125,0,5125,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00012719,PAYMENT,2022-01-31,2022-01,17018.3,16778.82,239.48,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00016648,PAYMENT,2022-10-20,2022-10,15885.27,15337.5,547.77,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00017578,PAYMENT,2022-12-19,2022-12,17989.92,15222.24,2767.68,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00027468,PAYMENT,2023-12-29,2023-12,24801.28,11272.74,13528.54,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00028893,PAYMENT,2024-02-20,2024-02,14208.48,11625.12,2583.36,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00030269,PAYMENT,2024-04-24,2024-04,16151.04,13528.54,2622.5,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00032896,PAYMENT,2024-08-23,2024-08,17634.86,13862.53,3772.33,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00033810,PAYMENT,2024-09-30,2024-09,20232.18,12634.86,7597.32,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00034425,PAYMENT,2024-10-28,2024-10,20443,15232.18,5210.82,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00036139,PAYMENT,2025-01-17,2025-01,22336.89,15443,6893.89,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00036988,PAYMENT,2025-02-21,2025-02,19550.42,15184.18,4366.24,UNCHARACTERIZED,5,UNASSESSED,,Orphaned cash — no target doc found in this account or any sibling account.
00038846,PAYMENT,2025-05-22,2025-05,7337.97,0,7337.97,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
00039812,PAYMENT,2025-06-12,2025-06,20557.69,0,20557.69,UNCHARACTERIZED,5,UNASSESSED,(consumed by a STEP 3 candidate above),Orphaned cash consumed by a candidate match against a gap doc above.
